"id","name","combat_level","wiki_url"
239,"King Black Dragon",276,"https://oldschool.runescape.wiki/w/King_Black_Dragon"
240,"Black demon",172,"https://oldschool.runescape.wiki/w/Black_demon#Level_172"
241,"Baby blue dragon",48,"https://oldschool.runescape.wiki/w/Baby_blue_dragon#1"
242,"Baby blue dragon",48,"https://oldschool.runescape.wiki/w/Baby_blue_dragon#2"
243,"Baby blue dragon",48,"https://oldschool.runescape.wiki/w/Baby_blue_dragon#3"
244,"Baby red dragon",48,"https://oldschool.runescape.wiki/w/Baby_red_dragon#1"
245,"Baby red dragon",48,"https://oldschool.runescape.wiki/w/Baby_red_dragon#2"
246,"Baby red dragon",48,"https://oldschool.runescape.wiki/w/Baby_red_dragon#3"
247,"Red dragon",152,"https://oldschool.runescape.wiki/w/Red_dragon#1"
248,"Red dragon",152,"https://oldschool.runescape.wiki/w/Red_dragon#2"
249,"Red dragon",152,"https://oldschool.runescape.wiki/w/Red_dragon#3"
250,"Red dragon",152,"https://oldschool.runescape.wiki/w/Red_dragon#4"
251,"Red dragon",152,"https://oldschool.runescape.wiki/w/Red_dragon#5"
252,"Black dragon",227,"https://oldschool.runescape.wiki/w/Black_dragon#Level_227"
260,"Green dragon",79,"https://oldschool.runescape.wiki/w/Green_dragon#Level_79"
265,"Blue dragon",111,"https://oldschool.runescape.wiki/w/Blue_dragon#2"
266,"Blue dragon",111,"https://oldschool.runescape.wiki/w/Blue_dragon#3"
267,"Blue dragon",111,"https://oldschool.runescape.wiki/w/Blue_dragon#4"
268,"Blue dragon",111,"https://oldschool.runescape.wiki/w/Blue_dragon#5"
269,"Blue dragon",111,"https://oldschool.runescape.wiki/w/Blue_dragon#1"
270,"Bronze dragon",131,"https://oldschool.runescape.wiki/w/Bronze_dragon#Standard"
272,"Iron dragon",189,"https://oldschool.runescape.wiki/w/Iron_dragon#Normal"
274,"Steel dragon",246,"https://oldschool.runescape.wiki/w/Steel_dragon#Normal"
289,"Ghoul",42,"https://oldschool.runescape.wiki/w/Ghoul"
290,"Dwarf",10,"https://oldschool.runescape.wiki/w/Dwarf#Level_10"
291,"Chaos dwarf",48,"https://oldschool.runescape.wiki/w/Chaos_dwarf"
292,"Dwarf",20,"https://oldschool.runescape.wiki/w/Dwarf#Level_20"
294,"Dwarf",11,"https://oldschool.runescape.wiki/w/Dwarf#Level_11"
299,"Gunthor the brave",29,"https://oldschool.runescape.wiki/w/Gunthor_the_brave"
300,"Jailer",47,"https://oldschool.runescape.wiki/w/Jailer"
301,"Black Heather",34,"https://oldschool.runescape.wiki/w/Black_Heather"
302,"Donny the lad",34,"https://oldschool.runescape.wiki/w/Donny_the_lad"
303,"Speedy Keith",34,"https://oldschool.runescape.wiki/w/Speedy_Keith"
304,"Salarin the twisted",70,"https://oldschool.runescape.wiki/w/Salarin_the_twisted"
319,"Corporeal Beast",785,"https://oldschool.runescape.wiki/w/Corporeal_Beast"
320,"Dark energy core",75,"https://oldschool.runescape.wiki/w/Dark_energy_core"
397,"Guard",22,"https://oldschool.runescape.wiki/w/Guard_(Hosidius)#Bow"
399,"Guard",19,"https://oldschool.runescape.wiki/w/Guard_(Hosidius)#Staff"
406,"Cave crawler",23,"https://oldschool.runescape.wiki/w/Cave_crawler"
410,"Kurask",106,"https://oldschool.runescape.wiki/w/Kurask#Normal"
411,"Kurask",106,"https://oldschool.runescape.wiki/w/Kurask#Big"
412,"Gargoyle",111,"https://oldschool.runescape.wiki/w/Gargoyle"
414,"Banshee",23,"https://oldschool.runescape.wiki/w/Banshee"
415,"Abyssal demon",124,"https://oldschool.runescape.wiki/w/Abyssal_demon#Standard"
417,"Basilisk",61,"https://oldschool.runescape.wiki/w/Basilisk#Normal"
418,"Basilisk",61,"https://oldschool.runescape.wiki/w/Basilisk#Unused"
419,"Cockatrice",37,"https://oldschool.runescape.wiki/w/Cockatrice#Normal"
420,"Cockatrice",37,"https://oldschool.runescape.wiki/w/Cockatrice#Unused"
421,"Rockslug",29,"https://oldschool.runescape.wiki/w/Rockslug#Cave"
422,"Rockslug",29,"https://oldschool.runescape.wiki/w/Rockslug#Swamp"
423,"Dust devil",93,"https://oldschool.runescape.wiki/w/Dust_devil#Level_93"
426,"Turoth",86,"https://oldschool.runescape.wiki/w/Turoth#Level_86_(unused)"
427,"Turoth",89,"https://oldschool.runescape.wiki/w/Turoth#Level_89"
428,"Turoth",87,"https://oldschool.runescape.wiki/w/Turoth#Level_87"
429,"Turoth",85,"https://oldschool.runescape.wiki/w/Turoth#Level_85"
430,"Turoth",83,"https://oldschool.runescape.wiki/w/Turoth#Level_83"
431,"Turoth",88,"https://oldschool.runescape.wiki/w/Turoth#Level_88_(unused)"
433,"Pyrefiend",43,"https://oldschool.runescape.wiki/w/Pyrefiend#Regular"
437,"Jelly",78,"https://oldschool.runescape.wiki/w/Jelly"
443,"Infernal Mage",66,"https://oldschool.runescape.wiki/w/Infernal_Mage"
448,"Crawling Hand",8,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_8_(1)"
449,"Crawling Hand",8,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_8_(2)"
450,"Crawling Hand",7,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_7"
451,"Crawling Hand",8,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_8_(3)"
452,"Crawling Hand",8,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_8_(4)"
453,"Crawling Hand",12,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_12_(1)"
454,"Crawling Hand",12,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_12_(2)"
455,"Crawling Hand",11,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_11_(unused)"
456,"Crawling Hand",12,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_12_(unused_1)"
457,"Crawling Hand",12,"https://oldschool.runescape.wiki/w/Crawling_Hand#Level_12_(unused_2)"
458,"Lizard",42,"https://oldschool.runescape.wiki/w/Lizard"
459,"Desert Lizard",24,"https://oldschool.runescape.wiki/w/Desert_Lizard"
462,"Small Lizard",12,"https://oldschool.runescape.wiki/w/Small_Lizard#Green"
463,"Small Lizard",12,"https://oldschool.runescape.wiki/w/Small_Lizard#Orange"
464,"Harpie Bug Swarm",46,"https://oldschool.runescape.wiki/w/Harpie_Bug_Swarm"
465,"Skeletal Wyvern",140,"https://oldschool.runescape.wiki/w/Skeletal_Wyvern#2"
466,"Skeletal Wyvern",140,"https://oldschool.runescape.wiki/w/Skeletal_Wyvern#3"
467,"Skeletal Wyvern",140,"https://oldschool.runescape.wiki/w/Skeletal_Wyvern#4"
468,"Skeletal Wyvern",140,"https://oldschool.runescape.wiki/w/Skeletal_Wyvern#1"
469,"Killerwatt",55,"https://oldschool.runescape.wiki/w/Killerwatt#Attacking"
470,"Killerwatt",55,"https://oldschool.runescape.wiki/w/Killerwatt#Idle"
476,"Wall beast",49,"https://oldschool.runescape.wiki/w/Wall_beast#Beast"
477,"Giant frog",99,"https://oldschool.runescape.wiki/w/Giant_frog#Level_99"
478,"Big frog",24,"https://oldschool.runescape.wiki/w/Big_frog#Level_24"
480,"Cave slime",23,"https://oldschool.runescape.wiki/w/Cave_slime"
481,"Cave bug",6,"https://oldschool.runescape.wiki/w/Cave_bug#Level_6"
483,"Cave bug",96,"https://oldschool.runescape.wiki/w/Cave_bug#Level_96"
484,"Bloodveld",76,"https://oldschool.runescape.wiki/w/Bloodveld#Standard"
492,"Cave kraken",127,"https://oldschool.runescape.wiki/w/Cave_kraken#Cave_kraken"
494,"Kraken",291,"https://oldschool.runescape.wiki/w/Kraken#Kraken"
498,"Smoke devil",160,"https://oldschool.runescape.wiki/w/Smoke_devil"
499,"Thermonuclear smoke devil",301,"https://oldschool.runescape.wiki/w/Thermonuclear_smoke_devil"
508,"Soulless",18,"https://oldschool.runescape.wiki/w/Soulless"
509,"Death wing",83,"https://oldschool.runescape.wiki/w/Death_wing"
510,"Dark wizard",20,"https://oldschool.runescape.wiki/w/Dark_wizard#Level_20"
511,"Invrigar the Necromancer",20,"https://oldschool.runescape.wiki/w/Invrigar_the_Necromancer"
512,"Dark wizard",7,"https://oldschool.runescape.wiki/w/Dark_wizard#Level_7"
513,"Mugger",6,"https://oldschool.runescape.wiki/w/Mugger"
516,"Black Knight",33,"https://oldschool.runescape.wiki/w/Black_Knight"
518,"Highwayman",5,"https://oldschool.runescape.wiki/w/Highwayman#No_hood"
519,"Highwayman",5,"https://oldschool.runescape.wiki/w/Highwayman#Hood"
520,"Chaos druid",13,"https://oldschool.runescape.wiki/w/Chaos_druid"
521,"Pirate",23,"https://oldschool.runescape.wiki/w/Pirate#Pirate's_Cove"
522,"Pirate",23,"https://oldschool.runescape.wiki/w/Pirate#Brimhaven"
523,"Pirate",26,"https://oldschool.runescape.wiki/w/Pirate#Asgarnian_Ice_Dungeon"
524,"Pirate",23,"https://oldschool.runescape.wiki/w/Pirate#Port_Piscarilius"
525,"Thug",10,"https://oldschool.runescape.wiki/w/Thug"
526,"Rogue",15,"https://oldschool.runescape.wiki/w/Rogue#Level_15"
527,"Monk of Zamorak",22,"https://oldschool.runescape.wiki/w/Monk_of_Zamorak#Level_22"
528,"Monk of Zamorak",17,"https://oldschool.runescape.wiki/w/Monk_of_Zamorak#Level_17"
529,"Monk of Zamorak",45,"https://oldschool.runescape.wiki/w/Monk_of_Zamorak#Level_45"
530,"Tribesman",32,"https://oldschool.runescape.wiki/w/Tribesman"
531,"Dark warrior",8,"https://oldschool.runescape.wiki/w/Dark_warrior#Level_8"
532,"Chaos druid warrior",37,"https://oldschool.runescape.wiki/w/Chaos_druid_warrior"
537,"Zygomite",74,"https://oldschool.runescape.wiki/w/Zygomite"
561,"Sorebones",57,"https://oldschool.runescape.wiki/w/Sorebones#Jacket"
562,"Sorebones",57,"https://oldschool.runescape.wiki/w/Sorebones#Apron"
563,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#7"
565,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#8"
567,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#9"
568,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#10"
569,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#11"
571,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#12"
572,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#13"
573,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#14"
574,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#15"
575,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#16"
576,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#17"
577,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#18"
578,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#19"
579,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#20"
580,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#21"
581,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#22"
582,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#23"
584,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#24"
586,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#25"
588,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#26"
590,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#27"
592,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#28"
593,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#29"
595,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#30"
597,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#31"
599,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#32"
613,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#1"
614,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#2"
615,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#3"
616,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#4"
617,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#5"
618,"Zombie pirate",57,"https://oldschool.runescape.wiki/w/Zombie_pirate#6"
619,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#1"
620,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#2"
621,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#3"
622,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#4"
623,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#5"
624,"Zombie swab",55,"https://oldschool.runescape.wiki/w/Zombie_swab#6"
625,"Evil spirit",150,"https://oldschool.runescape.wiki/w/Evil_spirit"
626,"Fever spider",49,"https://oldschool.runescape.wiki/w/Fever_spider"
639,"Tyras guard",110,"https://oldschool.runescape.wiki/w/Tyras_guard"
643,"Arrg",113,"https://oldschool.runescape.wiki/w/Arrg#Normal"
645,"Ice wolf",96,"https://oldschool.runescape.wiki/w/Ice_wolf#Level_96"
647,"Ice wolf",132,"https://oldschool.runescape.wiki/w/Ice_wolf#Level_132"
648,"Ice Troll",124,"https://oldschool.runescape.wiki/w/Ice_troll#Level_124"
649,"Ice Troll",123,"https://oldschool.runescape.wiki/w/Ice_troll#Level_123"
650,"Ice Troll",120,"https://oldschool.runescape.wiki/w/Ice_troll#Level_120"
651,"Ice Troll",121,"https://oldschool.runescape.wiki/w/Ice_troll#Level_121"
655,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(Goblin_Village)#Red"
662,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(Goblin_Village)#Green"
674,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin#Level_2"
677,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(historical)#Green_(original)"
678,"Goblin",5,"https://oldschool.runescape.wiki/w/Goblin_(historical)#Red_(original)"
682,"Damis",103,"https://oldschool.runescape.wiki/w/Damis#First_form"
683,"Damis",174,"https://oldschool.runescape.wiki/w/Damis#Second_form"
690,"Bandit",74,"https://oldschool.runescape.wiki/w/Bandit_(Bandit_Camp)#Level_74"
695,"Bandit",57,"https://oldschool.runescape.wiki/w/Bandit_(Bandit_Camp)#Level_57"
699,"Ice troll",124,"https://oldschool.runescape.wiki/w/Ice_troll#Level_124"
700,"Ice troll",123,"https://oldschool.runescape.wiki/w/Ice_troll#Level_123"
701,"Ice troll",120,"https://oldschool.runescape.wiki/w/Ice_troll#Level_120"
702,"Ice troll",121,"https://oldschool.runescape.wiki/w/Ice_troll#Level_121"
717,"Mummy",96,"https://oldschool.runescape.wiki/w/Mummy#Level_96"
720,"Mummy",103,"https://oldschool.runescape.wiki/w/Mummy#Level_103"
724,"Mummy",98,"https://oldschool.runescape.wiki/w/Mummy#Level_98"
734,"Bandit",56,"https://oldschool.runescape.wiki/w/Bandit_(Pollnivneach)#No_beard"
736,"Bandit",41,"https://oldschool.runescape.wiki/w/Bandit_(Pollnivneach)#Bearded"
738,"Bandit champion",70,"https://oldschool.runescape.wiki/w/Bandit_champion"
762,"Baby Roc",75,"https://oldschool.runescape.wiki/w/Baby_Roc"
763,"Giant Roc",172,"https://oldschool.runescape.wiki/w/Giant_Roc#Normal"
785,"Me",79,"https://oldschool.runescape.wiki/w/Me#Male"
786,"Me",79,"https://oldschool.runescape.wiki/w/Me#Female"
787,"Suqah",111,"https://oldschool.runescape.wiki/w/Suqah"
794,"Scarab mage",93,"https://oldschool.runescape.wiki/w/Scarab_mage#Level_93"
795,"Locust rider",106,"https://oldschool.runescape.wiki/w/Locust_rider#Lancer"
796,"Locust rider",98,"https://oldschool.runescape.wiki/w/Locust_rider#Ranger"
797,"Giant scarab",191,"https://oldschool.runescape.wiki/w/Giant_scarab#Normal"
799,"Scarab mage",66,"https://oldschool.runescape.wiki/w/Scarab_mage#Level_66_(Quest)"
800,"Locust rider",68,"https://oldschool.runescape.wiki/w/Locust_rider#Lancer_(Quest)"
801,"Locust rider",68,"https://oldschool.runescape.wiki/w/Locust_rider#Ranger_(Quest)"
820,"Wormbrain",2,"https://oldschool.runescape.wiki/w/Wormbrain"
852,"Icelord",51,"https://oldschool.runescape.wiki/w/Icelord"
866,"Zogre",44,"https://oldschool.runescape.wiki/w/Zogre"
872,"Skogre",44,"https://oldschool.runescape.wiki/w/Skogre"
880,"Zombie",39,"https://oldschool.runescape.wiki/w/Zombie_(Zogre_Flesh_Eaters)"
882,"Slash Bash",111,"https://oldschool.runescape.wiki/w/Slash_Bash"
891,"Moss Guardian",84,"https://oldschool.runescape.wiki/w/Moss_Guardian#Normal"
911,"Agrith Naar",100,"https://oldschool.runescape.wiki/w/Agrith_Naar#Normal"
924,"Skeleton",13,"https://oldschool.runescape.wiki/w/Skeleton_(The_Restless_Ghost)"
926,"Stick",104,"https://oldschool.runescape.wiki/w/Stick"
927,"Pee Hat",91,"https://oldschool.runescape.wiki/w/Pee_Hat"
928,"Kraka",91,"https://oldschool.runescape.wiki/w/Kraka"
931,"Thrower Troll",67,"https://oldschool.runescape.wiki/w/Thrower_Troll"
936,"Mountain troll",69,"https://oldschool.runescape.wiki/w/Mountain_troll#Level_69"
946,"Ghast",30,"https://oldschool.runescape.wiki/w/Ghast"
949,"Mummy",84,"https://oldschool.runescape.wiki/w/Mummy#Level_84"
955,"Kalphite Worker",28,"https://oldschool.runescape.wiki/w/Kalphite_Worker"
957,"Kalphite Soldier",85,"https://oldschool.runescape.wiki/w/Kalphite_Soldier"
959,"Kalphite Guardian",141,"https://oldschool.runescape.wiki/w/Kalphite_Guardian"
963,"Kalphite Queen",333,"https://oldschool.runescape.wiki/w/Kalphite_Queen#Crawling"
965,"Kalphite Queen",333,"https://oldschool.runescape.wiki/w/Kalphite_Queen#Airborne"
970,"Dagannoth",74,"https://oldschool.runescape.wiki/w/Dagannoth#Level_74_(1)"
973,"Dagannoth",92,"https://oldschool.runescape.wiki/w/Dagannoth#Level_92_(1)"
979,"Dagannoth",100,"https://oldschool.runescape.wiki/w/Dagannoth_(Horror_from_the_Deep)"
983,"Dagannoth mother",100,"https://oldschool.runescape.wiki/w/Dagannoth_mother#Normal"
991,"Sigmund",50,"https://oldschool.runescape.wiki/w/Sigmund"
995,"Guard",22,"https://oldschool.runescape.wiki/w/Guard#Edgeville"
1024,"Zygomite",86,"https://oldschool.runescape.wiki/w/Zygomite"
1025,"Necromancer",26,"https://oldschool.runescape.wiki/w/Necromancer_(Necromancer_Tower)"
1026,"Bandit",22,"https://oldschool.runescape.wiki/w/Bandit#Level_22"
1027,"Guard Bandit",22,"https://oldschool.runescape.wiki/w/Guard_Bandit"
1037,"Snake",35,"https://oldschool.runescape.wiki/w/Snake_(Mos_Le'Harmless)"
1039,"Albino bat",52,"https://oldschool.runescape.wiki/w/Albino_bat"
1042,"Jungle horror",70,"https://oldschool.runescape.wiki/w/Jungle_horror"
1047,"Cave horror",80,"https://oldschool.runescape.wiki/w/Cave_horror"
1062,"Angry giant rat",45,"https://oldschool.runescape.wiki/w/Angry_giant_rat#Level_45"
1097,"Sea Snake Young",90,"https://oldschool.runescape.wiki/w/Sea_Snake_Young"
1098,"Sea Snake Hatchling",62,"https://oldschool.runescape.wiki/w/Sea_Snake_Hatchling"
1101,"Giant Sea Snake",149,"https://oldschool.runescape.wiki/w/Giant_Sea_Snake"
1127,"Giant scarab (hard)",316,"https://oldschool.runescape.wiki/w/Giant_scarab#Hard"
1128,"Dessous (hard)",217,"https://oldschool.runescape.wiki/w/Dessous#Hard"
1129,"Kamil (hard)",273,"https://oldschool.runescape.wiki/w/Kamil#Hard"
1134,"Damis (hard)",200,"https://oldschool.runescape.wiki/w/Damis#First_form_(hard)"
1135,"Damis (hard)",272,"https://oldschool.runescape.wiki/w/Damis#Second_form_(hard)"
1144,"Paladin",59,"https://oldschool.runescape.wiki/w/Paladin#Ardougne"
1153,"Ogre",63,"https://oldschool.runescape.wiki/w/Ogre#Level_63"
1163,"Tree spirit",101,"https://oldschool.runescape.wiki/w/Tree_spirit_(Lost_City)#Normal"
1173,"Chicken",1,"https://oldschool.runescape.wiki/w/Chicken#Normal"
1175,"Rooster",3,"https://oldschool.runescape.wiki/w/Rooster#Level_3"
1204,"Alomone",13,"https://oldschool.runescape.wiki/w/Alomone"
1206,"Clivet",13,"https://oldschool.runescape.wiki/w/Clivet"
1207,"Hazeel Cultist",13,"https://oldschool.runescape.wiki/w/Hazeel_Cultist"
1208,"Khazard Guard",23,"https://oldschool.runescape.wiki/w/Khazard_Guard"
1224,"Bouncer",137,"https://oldschool.runescape.wiki/w/Bouncer#Normal"
1261,"Ram",2,"https://oldschool.runescape.wiki/w/Ram#Sheared"
1262,"Ram",2,"https://oldschool.runescape.wiki/w/Ram#1"
1263,"Ram",2,"https://oldschool.runescape.wiki/w/Ram#2"
1264,"Ram",2,"https://oldschool.runescape.wiki/w/Ram#3"
1265,"Ram",2,"https://oldschool.runescape.wiki/w/Ram#Monastery"
1267,"Vulture",31,"https://oldschool.runescape.wiki/w/Vulture#Landed"
1268,"Vulture",31,"https://oldschool.runescape.wiki/w/Vulture#Flying"
1273,"Experiment",51,"https://oldschool.runescape.wiki/w/Experiment#Level_51"
1274,"Experiment",25,"https://oldschool.runescape.wiki/w/Experiment#Level_25_(spider)"
1275,"Experiment",25,"https://oldschool.runescape.wiki/w/Experiment#Level_25_(sheep)"
1277,"Loar Shade",40,"https://oldschool.runescape.wiki/w/Loar_Shade#Shade"
1279,"Phrin Shadow",60,"https://oldschool.runescape.wiki/w/Phrin_Shade#Shadow"
1280,"Phrin Shade",60,"https://oldschool.runescape.wiki/w/Phrin_Shade#Shade"
1281,"Riyl Shadow",80,"https://oldschool.runescape.wiki/w/Riyl_Shade#Shadow"
1282,"Riyl Shade",80,"https://oldschool.runescape.wiki/w/Riyl_Shade#Shade"
1284,"Asyn Shade",100,"https://oldschool.runescape.wiki/w/Asyn_Shade#Shade"
1285,"Fiyr Shadow",120,"https://oldschool.runescape.wiki/w/Fiyr_Shade#Shadow"
1286,"Fiyr Shade",120,"https://oldschool.runescape.wiki/w/Fiyr_Shade#Shade"
1293,"Afflicted",37,"https://oldschool.runescape.wiki/w/Afflicted#Level_37"
1294,"Afflicted",34,"https://oldschool.runescape.wiki/w/Afflicted#Level_34"
1297,"Afflicted",32,"https://oldschool.runescape.wiki/w/Afflicted#Level_32"
1298,"Afflicted",30,"https://oldschool.runescape.wiki/w/Afflicted#Level_30"
1338,"Seagull",2,"https://oldschool.runescape.wiki/w/Seagull#Level_2"
1339,"Seagull",3,"https://oldschool.runescape.wiki/w/Seagull#Level_3"
1354,"Dwarf gang member",44,"https://oldschool.runescape.wiki/w/Dwarf_gang_member#Level_44"
1355,"Dwarf gang member",48,"https://oldschool.runescape.wiki/w/Dwarf_gang_member#Level_48"
1356,"Dwarf gang member",49,"https://oldschool.runescape.wiki/w/Dwarf_gang_member#Level_49"
1362,"Slagilith",92,"https://oldschool.runescape.wiki/w/Slagilith#Normal"
1365,"Fire elemental",35,"https://oldschool.runescape.wiki/w/Fire_elemental"
1366,"Earth elemental",35,"https://oldschool.runescape.wiki/w/Earth_elemental#Normal"
1367,"Earth elemental",35,"https://oldschool.runescape.wiki/w/Earth_elemental#Ore"
1369,"Air elemental",34,"https://oldschool.runescape.wiki/w/Air_elemental"
1370,"Water elemental",34,"https://oldschool.runescape.wiki/w/Water_elemental"
1377,"The Kendal",70,"https://oldschool.runescape.wiki/w/The_Kendal#Normal"
1379,"Camp dweller",31,"https://oldschool.runescape.wiki/w/Camp_dweller#Level_31_(1)"
1380,"Camp dweller",31,"https://oldschool.runescape.wiki/w/Camp_dweller#Level_31_(2)"
1381,"Camp dweller",31,"https://oldschool.runescape.wiki/w/Camp_dweller#Level_31_(3)"
