"id","item_id","monster_id","is_members","quantity","is_noted","rarity"
51,5106,2,True,"1",False,0.013831258644536652
52,5280,2,True,"1",False,0.013210039630118891
53,22873,2,True,"1",False,0.009433962264150943
54,5300,2,True,"1",False,0.006289308176100629
55,5301,2,True,"1",False,0.004403346543372964
56,5302,2,True,"1",False,0.0031446540880503146
57,22879,2,True,"3",False,0.0025157232704402514
58,3053,2,True,"1",False,0.0078125
59,5303,2,True,"1",False,0.0018867924528301887
60,5304,2,True,"1",False,0.001258019876714052
61,995,2,False,"460",False,0.0078125
62,20543,2,True,"1",False,1.0
63,23083,2,True,"1",False,0.012195121951219513
64,4103,2,True,"1",False,0.001953125
65,199,2,True,"1-3",False,0.15151515151515152
66,201,2,True,"1-3",False,0.11363636363636363
67,203,2,True,"1-3",False,0.08547008547008547
68,25772,8,True,"1",False,1.0
69,563,8,False,"25-35",False,0.04310344827586207
70,565,8,True,"15-20",False,0.034482758620689655
71,5100,8,True,"1",False,0.05172413793103448
72,5296,8,True,"1-2",False,0.030864197530864196
73,5297,8,True,"1-2",False,0.021052631578947368
74,5281,8,True,"1-2",False,0.020366598778004074
75,5106,8,True,"1-2",False,0.01447178002894356
76,5280,8,True,"1-2",False,0.013812154696132596
77,22873,8,True,"1-2",False,0.009861932938856016
78,1073,8,False,"1",False,0.034482758620689655
79,5300,8,True,"1-2",False,0.006574621959237344
80,5301,8,True,"1-2",False,0.004601932811780948
81,5302,8,True,"1-2",False,0.003287310979618672
82,22879,8,True,"3-6",False,0.0026301946344029457
83,5303,8,True,"1-2",False,0.0019723865877712033
84,5304,8,True,"1-2",False,0.0013150973172014729
85,995,8,False,"1000-1499",False,0.11206896551724138
86,995,8,False,"1500-2000",False,0.09051724137931035
87,995,8,False,"2500-2999",False,0.05172413793103448
88,995,8,False,"3000-3500",False,0.02586206896551724
89,995,8,False,"500-999",False,0.021551724137931036
90,995,8,False,"5000",False,0.008620689655172414
91,1761,8,False,"25",True,0.034482758620689655
92,361,8,False,"1",False,0.02586206896551724
93,1199,8,False,"1",False,0.017241379310344827
94,4131,8,True,"1",False,0.008620689655172414
95,23083,8,True,"1",False,0.012987012987012988
96,2722,8,True,"1",False,0.0078125
97,562,8,False,"37",False,0.06896551724137931
98,560,8,False,"5",False,0.05172413793103448
99,560,8,False,"10",False,0.05172413793103448
100,25766,10,False,"1",False,1.0
101,1623,26,True,"1",False,0.005
102,1621,26,True,"1",False,0.0025
103,1619,26,True,"1",False,0.00125
104,1452,26,True,"1",False,0.0004687133817670494
105,1617,26,True,"1",False,0.0003125
106,830,26,True,"5",False,0.00015625
107,987,26,True,"1",False,0.00015625
108,1247,26,True,"1",False,9.765625e-06
109,2366,26,True,"1",False,4.8828125e-06
110,1249,26,True,"1",False,3.6618232950550734e-06
111,1623,26,True,"1",False,0.001953125
112,1621,26,True,"1",False,0.0009765625
113,1619,26,True,"1",False,0.00048828125
114,1452,26,True,"1",False,0.00018309116475275368
115,1617,26,True,"1",False,0.0001220703125
116,830,26,True,"5",False,6.103515625e-05
117,987,26,True,"1",False,6.103515625e-05
118,1247,26,True,"1",False,3.814697265625e-06
119,2366,26,True,"1",False,1.9073486328125e-06
120,1249,26,True,"1",False,1.430399724630888e-06
121,526,26,False,"1",False,1.0
122,884,26,False,"5",False,0.0546875
123,217,26,True,"1",False,0.00238038562247084
124,995,26,False,"10",False,0.1484375
125,995,26,False,"26",False,0.0390625
126,995,26,False,"35",False,0.03125
127,995,26,False,"1",False,0.015625
128,995,26,False,"18",False,0.0078125
129,313,26,False,"3",False,0.328125
130,11940,26,True,"3",False,0.328125
131,313,26,False,"4",False,0.1953125
132,11940,26,True,"4",False,0.1953125
133,559,26,False,"6",False,0.0390625
134,313,26,False,"7",False,0.0234375
135,11940,26,True,"7",False,0.0234375
136,590,26,False,"1",False,0.0078125
137,558,26,False,"5",False,0.0390625
138,7863,26,True,"1",False,0.25
139,6807,26,True,"1",False,0.0002
140,23490,26,True,"1",False,0.0007980845969672786
141,21257,26,True,"1",False,0.0033222591362126247
142,556,26,False,"13",False,0.03125
143,886,26,False,"5-14",False,0.2
144,559,26,False,"7",False,0.1
145,199,26,True,"1",False,0.01
146,201,26,True,"1",False,0.007501875468867217
147,203,26,True,"1",False,0.00562429696287964
148,205,26,True,"1",False,0.004374453193350831
149,207,26,True,"1",False,0.0034376074252320385
150,211,26,True,"1",False,0.0018751171948246765
151,213,26,True,"1",False,0.0015625
152,884,26,False,"8",False,0.03125
153,2485,26,True,"1",False,0.0009374707040404988
154,995,26,False,"5-84",False,0.1
155,995,26,False,"10",False,0.04
156,1917,26,False,"1",False,0.1
157,592,26,False,"1",False,0.04
158,886,26,False,"5",False,0.015625
159,561,26,False,"6",False,0.0078125
160,199,26,True,"1",False,0.04878048780487805
161,201,26,True,"1",False,0.03663003663003663
162,203,26,True,"1",False,0.027472527472527472
163,205,26,True,"1",False,0.021367521367521368
164,207,26,True,"1",False,0.016778523489932886
165,209,26,True,"1",False,0.01221001221001221
166,211,26,True,"1",False,0.009157509157509158
167,213,26,True,"1",False,0.007627765064836003
168,215,26,True,"1",False,0.006105006105006105
169,2485,26,True,"1",False,0.004576659038901602
170,995,26,False,"10",False,0.28125
171,995,26,False,"4",False,0.03125
172,995,26,False,"18",False,0.0234375
173,995,26,False,"13",False,0.015625
174,995,26,False,"28",False,0.015625
175,313,26,False,"5",False,0.2890625
176,1420,26,False,"1",False,0.0234375
177,559,26,False,"3",False,0.015625
178,556,26,False,"4",False,0.0234375
179,562,26,False,"4",False,0.0078125
180,564,26,False,"2",False,0.0078125
181,554,26,False,"7",False,0.0078125
182,199,26,True,"1",False,0.05847953216374269
183,201,26,True,"1",False,0.043859649122807015
184,203,26,True,"1",False,0.033003300330033
185,205,26,True,"1",False,0.02564102564102564
186,207,26,True,"1",False,0.020161290322580645
187,209,26,True,"1",False,0.014641288433382138
188,211,26,True,"1",False,0.01098901098901099
189,215,26,True,"1",False,0.007326007326007326
190,2485,26,True,"1",False,0.005494505494505495
191,995,26,False,"10",False,0.3125
192,995,26,False,"18",False,0.1640625
193,995,26,False,"26",False,0.0625
194,995,26,False,"35",False,0.046875
195,313,26,False,"7",False,0.203125
196,1139,26,False,"1",False,0.03125
197,564,26,False,"2",False,0.046875
198,562,26,False,"4",False,0.0390625
199,556,26,False,"3",False,0.0234375
200,199,26,True,"1",False,0.025380710659898477
201,201,26,True,"1",False,0.01904761904761905
202,203,26,True,"1",False,0.014285714285714285
203,205,26,True,"1",False,0.011111111111111112
204,207,26,True,"1",False,0.008726003490401396
205,209,26,True,"1",False,0.006349206349206349
206,211,26,True,"1",False,0.00475963826749167
207,213,26,True,"1",False,0.003966679888932963
208,215,26,True,"1",False,0.0031735956839098697
209,1623,42,True,"1",False,0.005
210,1621,42,True,"1",False,0.0025
211,1619,42,True,"1",False,0.00125
212,1452,42,True,"1",False,0.0004687133817670494
213,1617,42,True,"1",False,0.0003125
214,830,42,True,"5",False,0.00015625
215,987,42,True,"1",False,0.00015625
216,1247,42,True,"1",False,9.765625e-06
217,2366,42,True,"1",False,4.8828125e-06
218,1249,42,True,"1",False,3.6618232950550734e-06
219,1623,42,True,"1",False,0.001953125
220,1621,42,True,"1",False,0.0009765625
221,1619,42,True,"1",False,0.00048828125
222,1452,42,True,"1",False,0.00018309116475275368
223,1617,42,True,"1",False,0.0001220703125
224,830,42,True,"5",False,6.103515625e-05
225,987,42,True,"1",False,6.103515625e-05
226,1247,42,True,"1",False,3.814697265625e-06
227,2366,42,True,"1",False,1.9073486328125e-06
228,1249,42,True,"1",False,1.430399724630888e-06
229,526,42,False,"1",False,1.0
230,884,42,False,"5",False,0.0546875
231,217,42,True,"1",False,0.00238038562247084
232,995,42,False,"10",False,0.1484375
233,995,42,False,"26",False,0.0390625
234,995,42,False,"35",False,0.03125
235,995,42,False,"1",False,0.015625
236,995,42,False,"18",False,0.0078125
237,313,42,False,"3",False,0.328125
238,11940,42,True,"3",False,0.328125
239,313,42,False,"4",False,0.1953125
240,11940,42,True,"4",False,0.1953125
241,559,42,False,"6",False,0.0390625
242,313,42,False,"7",False,0.0234375
243,11940,42,True,"7",False,0.0234375
244,590,42,False,"1",False,0.0078125
245,558,42,False,"5",False,0.0390625
246,7863,42,True,"1",False,0.25
247,6807,42,True,"1",False,0.0002
248,23490,42,True,"1",False,0.0007980845969672786
249,21257,42,True,"1",False,0.0033222591362126247
250,556,42,False,"13",False,0.03125
251,886,42,False,"5-14",False,0.2
252,559,42,False,"7",False,0.1
253,199,42,True,"1",False,0.01
254,201,42,True,"1",False,0.007501875468867217
255,203,42,True,"1",False,0.00562429696287964
256,205,42,True,"1",False,0.004374453193350831
257,207,42,True,"1",False,0.0034376074252320385
258,211,42,True,"1",False,0.0018751171948246765
259,213,42,True,"1",False,0.0015625
260,884,42,False,"8",False,0.03125
261,2485,42,True,"1",False,0.0009374707040404988
262,995,42,False,"5-84",False,0.1
263,995,42,False,"10",False,0.04
264,1917,42,False,"1",False,0.1
265,592,42,False,"1",False,0.04
266,886,42,False,"5",False,0.015625
267,561,42,False,"6",False,0.0078125
268,199,42,True,"1",False,0.04878048780487805
269,201,42,True,"1",False,0.03663003663003663
270,203,42,True,"1",False,0.027472527472527472
271,205,42,True,"1",False,0.021367521367521368
272,207,42,True,"1",False,0.016778523489932886
273,209,42,True,"1",False,0.01221001221001221
274,211,42,True,"1",False,0.009157509157509158
275,213,42,True,"1",False,0.007627765064836003
276,215,42,True,"1",False,0.006105006105006105
277,2485,42,True,"1",False,0.004576659038901602
278,995,42,False,"10",False,0.28125
279,995,42,False,"4",False,0.03125
280,995,42,False,"18",False,0.0234375
281,995,42,False,"13",False,0.015625
282,995,42,False,"28",False,0.015625
283,313,42,False,"5",False,0.2890625
284,1420,42,False,"1",False,0.0234375
285,559,42,False,"3",False,0.015625
286,556,42,False,"4",False,0.0234375
287,562,42,False,"4",False,0.0078125
288,564,42,False,"2",False,0.0078125
289,554,42,False,"7",False,0.0078125
290,199,42,True,"1",False,0.05847953216374269
291,201,42,True,"1",False,0.043859649122807015
292,203,42,True,"1",False,0.033003300330033
293,205,42,True,"1",False,0.02564102564102564
294,207,42,True,"1",False,0.020161290322580645
295,209,42,True,"1",False,0.014641288433382138
296,211,42,True,"1",False,0.01098901098901099
297,215,42,True,"1",False,0.007326007326007326
298,2485,42,True,"1",False,0.005494505494505495
299,995,42,False,"10",False,0.3125
300,995,42,False,"18",False,0.1640625
301,995,42,False,"26",False,0.0625
302,995,42,False,"35",False,0.046875
303,313,42,False,"7",False,0.203125
304,1139,42,False,"1",False,0.03125
305,564,42,False,"2",False,0.046875
306,562,42,False,"4",False,0.0390625
307,556,42,False,"3",False,0.0234375
308,199,42,True,"1",False,0.025380710659898477
309,201,42,True,"1",False,0.01904761904761905
310,203,42,True,"1",False,0.014285714285714285
311,205,42,True,"1",False,0.011111111111111112
312,207,42,True,"1",False,0.008726003490401396
313,209,42,True,"1",False,0.006349206349206349
314,211,42,True,"1",False,0.00475963826749167
315,213,42,True,"1",False,0.003966679888932963
316,215,42,True,"1",False,0.0031735956839098697
317,1623,49,True,"1",False,0.005
318,1621,49,True,"1",False,0.0025
319,1619,49,True,"1",False,0.00125
320,1452,49,True,"1",False,0.0004687133817670494
321,1617,49,True,"1",False,0.0003125
322,830,49,True,"5",False,0.00015625
323,987,49,True,"1",False,0.00015625
324,1247,49,True,"1",False,9.765625e-06
325,2366,49,True,"1",False,4.8828125e-06
326,1249,49,True,"1",False,3.6618232950550734e-06
327,1623,49,True,"1",False,0.001953125
328,1621,49,True,"1",False,0.0009765625
329,1619,49,True,"1",False,0.00048828125
330,1452,49,True,"1",False,0.00018309116475275368
331,1617,49,True,"1",False,0.0001220703125
332,830,49,True,"5",False,6.103515625e-05
333,987,49,True,"1",False,6.103515625e-05
334,1247,49,True,"1",False,3.814697265625e-06
335,2366,49,True,"1",False,1.9073486328125e-06
336,1249,49,True,"1",False,1.430399724630888e-06
337,526,49,False,"1",False,1.0
338,884,49,False,"5",False,0.0546875
339,217,49,True,"1",False,0.00238038562247084
340,995,49,False,"10",False,0.1484375
341,995,49,False,"26",False,0.0390625
342,995,49,False,"35",False,0.03125
343,995,49,False,"1",False,0.015625
344,995,49,False,"18",False,0.0078125
345,313,49,False,"3",False,0.328125
346,11940,49,True,"3",False,0.328125
347,313,49,False,"4",False,0.1953125
348,11940,49,True,"4",False,0.1953125
349,559,49,False,"6",False,0.0390625
350,313,49,False,"7",False,0.0234375
351,11940,49,True,"7",False,0.0234375
352,590,49,False,"1",False,0.0078125
353,558,49,False,"5",False,0.0390625
354,7863,49,True,"1",False,0.25
355,6807,49,True,"1",False,0.0002
356,23490,49,True,"1",False,0.0007980845969672786
357,21257,49,True,"1",False,0.0033222591362126247
358,556,49,False,"13",False,0.03125
359,886,49,False,"5-14",False,0.2
360,559,49,False,"7",False,0.1
361,199,49,True,"1",False,0.01
362,201,49,True,"1",False,0.007501875468867217
363,203,49,True,"1",False,0.00562429696287964
364,205,49,True,"1",False,0.004374453193350831
365,207,49,True,"1",False,0.0034376074252320385
366,211,49,True,"1",False,0.0018751171948246765
367,213,49,True,"1",False,0.0015625
368,884,49,False,"8",False,0.03125
369,2485,49,True,"1",False,0.0009374707040404988
370,995,49,False,"5-84",False,0.1
371,995,49,False,"10",False,0.04
372,1917,49,False,"1",False,0.1
373,592,49,False,"1",False,0.04
374,886,49,False,"5",False,0.015625
375,561,49,False,"6",False,0.0078125
376,199,49,True,"1",False,0.04878048780487805
377,201,49,True,"1",False,0.03663003663003663
378,203,49,True,"1",False,0.027472527472527472
379,205,49,True,"1",False,0.021367521367521368
380,207,49,True,"1",False,0.016778523489932886
381,209,49,True,"1",False,0.01221001221001221
382,211,49,True,"1",False,0.009157509157509158
383,213,49,True,"1",False,0.007627765064836003
384,215,49,True,"1",False,0.006105006105006105
385,2485,49,True,"1",False,0.004576659038901602
386,995,49,False,"10",False,0.28125
387,995,49,False,"4",False,0.03125
388,995,49,False,"18",False,0.0234375
389,995,49,False,"13",False,0.015625
390,995,49,False,"28",False,0.015625
391,313,49,False,"5",False,0.2890625
392,1420,49,False,"1",False,0.0234375
393,559,49,False,"3",False,0.015625
394,556,49,False,"4",False,0.0234375
395,562,49,False,"4",False,0.0078125
396,564,49,False,"2",False,0.0078125
397,554,49,False,"7",False,0.0078125
398,199,49,True,"1",False,0.05847953216374269
399,201,49,True,"1",False,0.043859649122807015
400,203,49,True,"1",False,0.033003300330033
401,205,49,True,"1",False,0.02564102564102564
402,207,49,True,"1",False,0.020161290322580645
403,209,49,True,"1",False,0.014641288433382138
404,211,49,True,"1",False,0.01098901098901099
405,215,49,True,"1",False,0.007326007326007326
406,2485,49,True,"1",False,0.005494505494505495
407,995,49,False,"10",False,0.3125
408,995,49,False,"18",False,0.1640625
409,995,49,False,"26",False,0.0625
410,995,49,False,"35",False,0.046875
411,313,49,False,"7",False,0.203125
412,1139,49,False,"1",False,0.03125
413,564,49,False,"2",False,0.046875
414,562,49,False,"4",False,0.0390625
415,556,49,False,"3",False,0.0234375
416,199,49,True,"1",False,0.025380710659898477
417,201,49,True,"1",False,0.01904761904761905
418,203,49,True,"1",False,0.014285714285714285
419,205,49,True,"1",False,0.011111111111111112
420,207,49,True,"1",False,0.008726003490401396
421,209,49,True,"1",False,0.006349206349206349
422,211,49,True,"1",False,0.00475963826749167
423,213,49,True,"1",False,0.003966679888932963
424,215,49,True,"1",False,0.0031735956839098697
425,1623,64,True,"1",False,0.005
426,1621,64,True,"1",False,0.0025
427,1619,64,True,"1",False,0.00125
428,1452,64,True,"1",False,0.0004687133817670494
429,1617,64,True,"1",False,0.0003125
430,830,64,True,"5",False,0.00015625
431,987,64,True,"1",False,0.00015625
432,1247,64,True,"1",False,9.765625e-06
433,2366,64,True,"1",False,4.8828125e-06
434,1249,64,True,"1",False,3.6618232950550734e-06
435,1623,64,True,"1",False,0.001953125
436,1621,64,True,"1",False,0.0009765625
437,1619,64,True,"1",False,0.00048828125
438,1452,64,True,"1",False,0.00018309116475275368
439,1617,64,True,"1",False,0.0001220703125
440,830,64,True,"5",False,6.103515625e-05
441,987,64,True,"1",False,6.103515625e-05
442,1247,64,True,"1",False,3.814697265625e-06
443,2366,64,True,"1",False,1.9073486328125e-06
444,1249,64,True,"1",False,1.430399724630888e-06
445,526,64,False,"1",False,1.0
446,884,64,False,"5",False,0.0546875
447,217,64,True,"1",False,0.00238038562247084
448,995,64,False,"10",False,0.1484375
449,995,64,False,"26",False,0.0390625
450,995,64,False,"35",False,0.03125
451,995,64,False,"1",False,0.015625
452,995,64,False,"18",False,0.0078125
453,313,64,False,"3",False,0.328125
454,11940,64,True,"3",False,0.328125
455,313,64,False,"4",False,0.1953125
456,11940,64,True,"4",False,0.1953125
457,559,64,False,"6",False,0.0390625
458,313,64,False,"7",False,0.0234375
459,11940,64,True,"7",False,0.0234375
460,590,64,False,"1",False,0.0078125
461,558,64,False,"5",False,0.0390625
462,7863,64,True,"1",False,0.25
463,6807,64,True,"1",False,0.0002
464,23490,64,True,"1",False,0.0007980845969672786
465,21257,64,True,"1",False,0.0033222591362126247
466,556,64,False,"13",False,0.03125
467,886,64,False,"5-14",False,0.2
468,559,64,False,"7",False,0.1
469,199,64,True,"1",False,0.01
470,201,64,True,"1",False,0.007501875468867217
471,203,64,True,"1",False,0.00562429696287964
472,205,64,True,"1",False,0.004374453193350831
473,207,64,True,"1",False,0.0034376074252320385
474,211,64,True,"1",False,0.0018751171948246765
475,213,64,True,"1",False,0.0015625
476,884,64,False,"8",False,0.03125
477,2485,64,True,"1",False,0.0009374707040404988
478,995,64,False,"5-84",False,0.1
479,995,64,False,"10",False,0.04
480,1917,64,False,"1",False,0.1
481,592,64,False,"1",False,0.04
482,886,64,False,"5",False,0.015625
483,561,64,False,"6",False,0.0078125
484,199,64,True,"1",False,0.04878048780487805
485,201,64,True,"1",False,0.03663003663003663
486,203,64,True,"1",False,0.027472527472527472
487,205,64,True,"1",False,0.021367521367521368
488,207,64,True,"1",False,0.016778523489932886
489,209,64,True,"1",False,0.01221001221001221
490,211,64,True,"1",False,0.009157509157509158
491,213,64,True,"1",False,0.007627765064836003
492,215,64,True,"1",False,0.006105006105006105
493,2485,64,True,"1",False,0.004576659038901602
494,995,64,False,"10",False,0.28125
495,995,64,False,"4",False,0.03125
496,995,64,False,"18",False,0.0234375
497,995,64,False,"13",False,0.015625
498,995,64,False,"28",False,0.015625
499,313,64,False,"5",False,0.2890625
500,1420,64,False,"1",False,0.0234375
501,559,64,False,"3",False,0.015625
502,556,64,False,"4",False,0.0234375
503,562,64,False,"4",False,0.0078125
504,564,64,False,"2",False,0.0078125
505,554,64,False,"7",False,0.0078125
506,199,64,True,"1",False,0.05847953216374269
507,201,64,True,"1",False,0.043859649122807015
508,203,64,True,"1",False,0.033003300330033
509,205,64,True,"1",False,0.02564102564102564
510,207,64,True,"1",False,0.020161290322580645
511,209,64,True,"1",False,0.014641288433382138
512,211,64,True,"1",False,0.01098901098901099
513,215,64,True,"1",False,0.007326007326007326
514,2485,64,True,"1",False,0.005494505494505495
515,995,64,False,"10",False,0.3125
516,995,64,False,"18",False,0.1640625
517,995,64,False,"26",False,0.0625
518,995,64,False,"35",False,0.046875
519,313,64,False,"7",False,0.203125
520,1139,64,False,"1",False,0.03125
521,564,64,False,"2",False,0.046875
522,562,64,False,"4",False,0.0390625
523,556,64,False,"3",False,0.0234375
524,199,64,True,"1",False,0.025380710659898477
525,201,64,True,"1",False,0.01904761904761905
526,203,64,True,"1",False,0.014285714285714285
527,205,64,True,"1",False,0.011111111111111112
528,207,64,True,"1",False,0.008726003490401396
529,209,64,True,"1",False,0.006349206349206349
530,211,64,True,"1",False,0.00475963826749167
531,213,64,True,"1",False,0.003966679888932963
532,215,64,True,"1",False,0.0031735956839098697
533,526,69,False,"1",False,1.0
534,6807,69,True,"1",False,0.0002
535,1623,70,True,"1",False,0.001953125
536,1621,70,True,"1",False,0.0009765625
537,1619,70,True,"1",False,0.00048828125
538,1452,70,True,"1",False,0.00018309116475275368
539,1617,70,True,"1",False,0.0001220703125
540,830,70,True,"5",False,6.103515625e-05
541,987,70,True,"1",False,6.103515625e-05
542,1247,70,True,"1",False,3.814697265625e-06
543,2366,70,True,"1",False,1.9073486328125e-06
544,1249,70,True,"1",False,1.430399724630888e-06
545,556,70,False,"12",False,0.015625
546,557,70,False,"3",False,0.015625
547,554,70,False,"2",False,0.015625
548,561,70,False,"3",False,0.0078125
549,886,70,False,"1",False,0.0078125
550,995,70,False,"10",False,0.1640625
551,995,70,False,"2",False,0.140625
552,995,70,False,"12",False,0.1171875
553,995,70,False,"4",False,0.0546875
554,995,70,False,"16",False,0.03125
555,995,70,False,"25",False,0.03125
556,995,70,False,"33",False,0.03125
557,995,70,False,"48",False,0.0078125
558,1203,70,False,"1",False,0.046875
559,1442,70,False,"1",False,0.015625
560,11941,70,True,"1",False,0.07142857142857142
561,23182,70,False,"1",False,0.01
562,6806,70,True,"1",False,0.0002
563,19677,70,True,"1",False,0.0031847133757961785
564,19679,70,True,"1",False,0.0021231422505307855
565,23490,70,True,"1",False,0.0009017132551848512
566,21257,70,True,"1",False,0.0033222591362126247
567,526,70,False,"1",False,1.0
568,882,70,False,"2",False,0.0546875
569,882,70,False,"5",False,0.03125
570,884,70,False,"1",False,0.03125
571,1623,74,True,"1",False,0.001953125
572,1621,74,True,"1",False,0.0009765625
573,1619,74,True,"1",False,0.00048828125
574,1452,74,True,"1",False,0.00018309116475275368
575,1617,74,True,"1",False,0.0001220703125
576,830,74,True,"5",False,6.103515625e-05
577,987,74,True,"1",False,6.103515625e-05
578,1247,74,True,"1",False,3.814697265625e-06
579,2366,74,True,"1",False,1.9073486328125e-06
580,1249,74,True,"1",False,1.430399724630888e-06
581,556,74,False,"12",False,0.015625
582,557,74,False,"3",False,0.015625
583,554,74,False,"2",False,0.015625
584,561,74,False,"3",False,0.0078125
585,886,74,False,"1",False,0.0078125
586,995,74,False,"10",False,0.1640625
587,995,74,False,"2",False,0.140625
588,995,74,False,"12",False,0.1171875
589,995,74,False,"4",False,0.0546875
590,995,74,False,"16",False,0.03125
591,995,74,False,"25",False,0.03125
592,995,74,False,"33",False,0.03125
593,995,74,False,"48",False,0.0078125
594,1203,74,False,"1",False,0.046875
595,1442,74,False,"1",False,0.015625
596,11941,74,True,"1",False,0.07142857142857142
597,23182,74,False,"1",False,0.01
598,6806,74,True,"1",False,0.0002
599,19677,74,True,"1",False,0.0031847133757961785
600,19679,74,True,"1",False,0.0021231422505307855
601,23490,74,True,"1",False,0.0009017132551848512
602,21257,74,True,"1",False,0.0033222591362126247
603,526,74,False,"1",False,1.0
604,882,74,False,"2",False,0.0546875
605,882,74,False,"5",False,0.03125
606,884,74,False,"1",False,0.03125
607,1623,77,True,"1",False,0.00390625
608,1621,77,True,"1",False,0.001953125
609,1619,77,True,"1",False,0.0009765625
610,1452,77,True,"1",False,0.00036618232950550735
611,1617,77,True,"1",False,0.000244140625
612,830,77,True,"5",False,0.0001220703125
613,987,77,True,"1",False,0.0001220703125
614,1247,77,True,"1",False,7.62939453125e-06
615,2366,77,True,"1",False,3.814697265625e-06
616,1249,77,True,"1",False,2.860799449261776e-06
617,11941,77,True,"1",False,0.07142857142857142
618,23182,77,False,"1",False,0.01
619,6806,77,True,"1",False,0.0002
620,23490,77,True,"1",False,0.0008741258741258741
621,21257,77,True,"1",False,0.0033222591362126247
622,526,77,False,"1",False,1.0
623,1137,77,False,"1",False,0.046875
624,1279,77,False,"1",False,0.03125
625,1349,77,False,"1",False,0.015625
626,1323,77,False,"1",False,0.0078125
627,556,77,False,"15",False,0.0234375
628,555,77,False,"9",False,0.0234375
629,562,77,False,"5",False,0.0234375
630,884,77,False,"12",False,0.015625
631,563,77,False,"2",False,0.015625
632,564,77,False,"2",False,0.0078125
633,995,77,False,"10",False,0.34375
634,995,77,False,"5",False,0.1953125
635,995,77,False,"25",False,0.0625
636,995,77,False,"45",False,0.03125
637,995,77,False,"65",False,0.0234375
638,2349,77,False,"1",False,0.0390625
639,1623,82,True,"1",False,0.00390625
640,1621,82,True,"1",False,0.001953125
641,1619,82,True,"1",False,0.0009765625
642,1452,82,True,"1",False,0.00036618232950550735
643,1617,82,True,"1",False,0.000244140625
644,830,82,True,"5",False,0.0001220703125
645,987,82,True,"1",False,0.0001220703125
646,1247,82,True,"1",False,7.62939453125e-06
647,2366,82,True,"1",False,3.814697265625e-06
648,1249,82,True,"1",False,2.860799449261776e-06
649,11941,82,True,"1",False,0.07142857142857142
650,23182,82,False,"1",False,0.01
651,6806,82,True,"1",False,0.0002
652,23490,82,True,"1",False,0.0008741258741258741
653,21257,82,True,"1",False,0.0033222591362126247
654,526,82,False,"1",False,1.0
655,1137,82,False,"1",False,0.046875
656,1279,82,False,"1",False,0.03125
657,1349,82,False,"1",False,0.015625
658,1323,82,False,"1",False,0.0078125
659,556,82,False,"15",False,0.0234375
660,555,82,False,"9",False,0.0234375
661,562,82,False,"5",False,0.0234375
662,884,82,False,"12",False,0.015625
663,563,82,False,"2",False,0.015625
664,564,82,False,"2",False,0.0078125
665,995,82,False,"10",False,0.34375
666,995,82,False,"5",False,0.1953125
667,995,82,False,"25",False,0.0625
668,995,82,False,"45",False,0.03125
669,995,82,False,"65",False,0.0234375
670,2349,82,False,"1",False,0.0390625
671,526,84,False,"1",False,1.0
672,6806,84,True,"1",False,0.0002
